c1,c1_context,c2,c2_context,match_type
pt wahana ottomitra multiartha tbk,"Overview. PT Wahana Ottomitra Multiartha Tbk (WOMF) engages in consumer financing activities; mainly multipurpose financing of motorcycles and cars, new motorcycles, and gold.",pt ottomitra tbk,"PT Wahana Ottomitra Multiartha Tbk (WOMF) engages in consumer financing activities; mainly multipurpose financing of motorcycles and cars, new motorcycles, and gold. It was established in 1982 under the name PT Jakarta Tokyo Leasing, financing Honda motorcycles.",Match
pt wahana ottomitra multiartha tbk,"Overview. PT Wahana Ottomitra Multiartha Tbk (WOMF) engages in consumer financing activities; mainly multipurpose financing of motorcycles and cars, new motorcycles, and gold.",wahana multiartha tbk,"Overview. PT Wahana Ottomitra Multiartha Tbk (WOMF) engages in consumer financing activities; mainly multipurpose financing of motorcycles and cars, new motorcycles, and gold.",Match
pt kino indonesia tbk,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",pt kino indnesia tbk,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",Match
pt kino indonesia tbk,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",kino indonesia tbk,"Description. PT Kino Indonesia Tbk is an Indonesia based fast moving consumer goods company engaged in manufacturing and marketing of personal care products, beverages, foods, pharmaceutical products and pet foods.",Match
pt kino indonesia tbk,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",pt kino indonesia,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",Match
pt kino indonesia tbk,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",kino indonesia,"Description. PT Kino Indonesia Tbk is an Indonesia based fast moving consumer goods company engaged in manufacturing and marketing of personal care products, beverages, foods, pharmaceutical products and pet foods.",Match
pt kino indonesia tbk,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",pt. kino indonesia tbk,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",Match
pt kino indonesia tbk,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",pt. kino indonesia,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",Match
pt kino indonesia tbk,"It specializes the manufacturing of its products in the wide range of personal care, hygiene, health care, confectionery, pastry, beverages, and pet care. As of 2022, the company is currently led by Sidharta Prawira Oetama as its president director while Sanusi act as its president commissioner.",kino ind tbk,"Description. PT Kino Indonesia Tbk is an Indonesia based fast moving consumer goods company engaged in manufacturing and marketing of personal care products, beverages, foods, pharmaceutical products and pet foods.",Match
pt pupuk sriwidjaja palembang,"PT Pupuk Sriwidjaja Palembang (shortened as PUSRI) is a pioneer company of urea fertilizer producers in Indonesia, established on 24th of December 1959 in Palembang, South Sumatra as PT Pupuk Sriwidjaja (Persero).",pt pupuk srividjaja palembang,"PT Pupuk Sriwidjaja Palembang (shortened as PUSRI) is a pioneer company of urea fertilizer producers in Indonesia, established on 24th of December 1959 in Palembang, South Sumatra as PT Pupuk Sriwidjaja (Persero).",Match
pt pupuk sriwidjaja palembang,"PT Pupuk Sriwidjaja Palembang (shortened as PUSRI) is a pioneer company of urea fertilizer producers in Indonesia, established on 24th of December 1959 in Palembang, South Sumatra as PT Pupuk Sriwidjaja (Persero).",pupuk sriwidjaja palembang,"PT Pupuk Sriwidjaja Palembang (shortened as PUSRI) is a pioneer company of urea fertilizer producers in Indonesia, established on 24th of December 1959 in Palembang, South Sumatra as PT Pupuk Sriwidjaja (Persero).",Match
